timestamp,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
14:46:38.048,-0.0,0.01,-0.01,-4.6,-0.12,0.35
14:46:38.055,-0.02,0.01,0.0,-4.86,-0.15,0.59
14:46:38.062,-0.0,0.0,0.01,-4.73,-0.21,0.75
14:46:38.070,-0.0,0.0,0.0,-4.69,-0.19,0.62
14:46:38.077,-0.01,0.0,-0.02,-4.5,-0.36,0.59
14:46:38.084,-0.01,0.0,0.0,-4.7,-0.19,0.7
14:46:38.091,0.01,0.01,0.0,-4.62,-0.42,0.65
14:46:38.099,0.0,-0.0,0.01,-4.74,-0.23,0.68
14:46:38.106,-0.02,0.0,-0.02,-4.69,-0.39,0.55
14:46:38.113,0.0,0.0,-0.0,-4.63,-0.22,0.63
14:46:38.120,0.0,-0.0,-0.02,-4.79,-0.22,0.51
14:46:38.128,0.0,0.0,-0.0,-4.59,-0.26,0.72
14:46:38.135,0.0,0.0,-0.01,-4.64,-0.15,0.69
14:46:38.142,-0.0,-0.0,0.0,-4.68,-0.26,0.72
14:46:38.149,-0.0,-0.0,0.01,-4.68,-0.47,0.75
14:46:38.157,-0.0,0.01,0.0,-4.56,-0.38,0.49
14:46:38.164,0.01,0.0,-0.01,-4.72,-0.39,0.66
14:46:38.171,-0.0,0.0,0.01,-4.57,-0.2,0.62
14:46:38.179,-0.0,0.01,0.01,-4.65,-0.51,0.86
14:46:38.186,-0.0,-0.01,0.0,-4.71,-0.41,0.9
14:46:38.193,-0.0,-0.0,-0.01,-4.58,-0.28,0.9
14:46:38.200,-0.0,0.01,0.01,-4.81,-0.35,0.84
14:46:38.208,-0.01,0.0,0.0,-4.8,-0.35,0.78
14:46:38.215,0.0,0.01,0.01,-4.62,-0.38,0.69
14:46:38.222,0.01,0.01,-0.0,-4.48,-0.26,0.91
14:46:38.230,0.0,0.0,0.01,-4.57,-0.38,0.78
14:46:38.237,0.01,0.0,0.01,-4.61,-0.25,0.53
14:46:38.244,0.02,-0.0,0.0,-4.52,-0.08,0.59
14:46:38.251,0.02,0.01,-0.01,-4.61,-0.13,0.54
14:46:38.259,0.02,0.01,-0.0,-4.55,-0.13,0.3
14:46:38.266,0.02,0.01,0.0,-4.66,-0.16,0.38
14:46:38.273,0.02,-0.0,-0.0,-4.51,-0.15,0.3
14:46:38.280,0.01,0.01,0.0,-4.66,-0.01,0.14
14:46:38.288,0.01,-0.0,0.01,-4.66,-0.01,0.06
14:46:38.295,0.01,0.01,0.01,-4.63,0.06,0.13
14:46:38.302,0.0,0.0,0.0,-4.71,-0.06,0.27
14:46:38.310,0.0,0.0,-0.0,-4.68,-0.19,-0.05
14:46:38.317,-0.01,0.01,0.0,-4.66,0.06,-0.06
14:46:38.324,0.01,0.0,0.0,-4.52,-0.09,-0.01
14:46:38.331,0.0,0.0,0.0,-4.61,0.01,0.12
14:46:38.339,0.02,0.0,0.01,-4.44,0.11,0.02
14:46:38.346,-0.0,0.0,0.01,-4.7,-0.1,-0.06
14:46:38.353,0.01,0.0,0.0,-4.56,-0.19,0.07
14:46:38.360,0.0,0.0,0.01,-4.68,0.05,-0.01
14:46:38.368,0.01,0.0,0.0,-4.53,-0.07,0.11
14:46:38.375,0.0,0.01,0.0,-4.55,-0.02,0.01
14:46:38.382,-0.0,-0.0,0.0,-4.52,-0.15,-0.02
14:46:38.389,0.0,0.01,-0.0,-4.52,-0.19,-0.02
14:46:38.397,-0.0,-0.0,0.0,-4.56,-0.13,-0.0
14:46:38.404,-0.0,0.0,-0.0,-4.64,-0.09,0.24
14:46:38.411,0.0,0.0,0.0,-4.39,-0.15,0.2
14:46:38.418,-0.0,0.0,0.01,-4.6,-0.06,0.12
14:46:38.426,0.0,0.0,0.0,-4.57,-0.1,0.24
14:46:38.433,-0.0,0.0,0.01,-4.63,0.05,0.12
14:46:38.441,-0.0,0.0,0.0,-4.54,-0.11,0.09
14:46:38.448,0.0,0.0,0.01,-4.52,-0.28,0.25
14:46:38.455,0.0,0.0,0.01,-4.58,0.07,-0.05
14:46:38.463,0.0,0.02,0.01,-4.66,-0.03,0.17
14:46:38.470,0.01,0.01,-0.0,-4.46,-0.06,0.04
14:46:38.477,0.0,-0.0,-0.01,-4.6,0.11,0.23
14:46:38.484,0.0,0.0,0.0,-4.63,-0.06,-0.01
14:46:38.492,0.01,-0.0,0.0,-4.55,-0.2,0.16
14:46:38.499,0.01,-0.0,0.0,-4.48,0.1,-0.13
14:46:38.506,0.01,0.0,0.0,-4.57,0.07,0.06
14:46:38.514,0.01,-0.0,-0.0,-4.19,0.01,-0.22
14:46:38.521,0.02,0.0,0.01,-4.42,0.14,-0.37
14:46:38.528,0.02,0.0,0.01,-4.54,0.31,-0.35
14:46:38.535,0.01,0.0,0.0,-4.59,0.04,1.23
14:46:38.543,0.02,-0.01,0.0,-4.45,0.33,1.31
14:46:38.550,0.03,0.01,0.01,-4.54,0.37,-0.99
14:46:38.557,0.02,0.0,0.01,-4.51,0.46,-1.12
14:46:38.564,0.03,0.0,0.01,-4.64,0.62,-1.28
